date,open,high,low,close
06/28/2023,140.12,142.65,139.55,140.69
06/27/2023,137.82,141.22,137.56,140.98
06/26/2023,137.87,139.72,137.37,137.82
06/23/2023,136.31,138.53,135.6804,137.83
06/22/2023,137.66,138.385,137.05,137.23
06/21/2023,140.62,141.25,137.09,137.75
06/20/2023,140.0,143.18,139.76,141.28
06/16/2023,142.85,143.905,140.35,141.36
06/15/2023,139.85,142.5,139.56,142.38
06/14/2023,140.21,141.95,139.22,140.83
06/13/2023,140.93,142.33,140.13,140.7
06/12/2023,136.2,140.99,136.13,140.85
06/09/2023,133.0,136.07,133.0,135.38
06/08/2023,132.09,133.78,131.29,133.15
06/07/2023,132.01,133.86,131.04,132.31
06/06/2023,133.5,133.97,131.25,132.26
06/05/2023,136.57,136.83,134.18,134.41
06/02/2023,132.0,138.0,131.5034,137.91
06/01/2023,135.27,135.52,133.22,133.94
05/31/2023,132.7,137.01,132.61,136.29
05/30/2023,134.12,137.56,133.59,133.8
05/26/2023,128.35,134.0,128.02,133.24
05/25/2023,125.09,128.12,125.055,127.86
05/24/2023,123.68,124.53,123.07,124.05
05/23/2023,125.32,126.56,124.42,124.43
05/22/2023,125.54,126.01,123.83,124.72
05/19/2023,125.5,126.36,125.27,125.74
05/18/2023,125.25,125.64,123.92,125.41
05/17/2023,123.52,125.27,123.52,125.05
05/16/2023,123.82,124.09,122.92,123.27
05/15/2023,123.04,124.44,123.04,124.17
05/12/2023,123.12,123.46,122.31,123.44
05/11/2023,123.14,123.5,122.31,123.06
05/10/2023,122.83,123.6,122.0,123.09
05/09/2023,122.77,122.91,121.81,121.82
05/08/2023,123.55,124.12,122.56,122.76
05/05/2023,122.81,124.5,122.39,124.12
05/04/2023,123.25,123.7,121.78,121.81
05/03/2023,123.53,124.695,122.91,123.49
05/02/2023,126.22,126.4899,122.89,123.88
05/01/2023,124.6,127.35,124.6,126.98
04/28/2023,124.43,125.43,123.45,125.03
04/27/2023,123.38,124.64,121.88,124.41
04/26/2023,123.43,124.54,122.5,123.38
04/25/2023,126.14,126.88,125.51,126.13
04/24/2023,125.53,126.8,125.06,126.24
04/21/2023,128.57,128.94,125.6501,126.12
04/20/2023,127.27,129.15,127.02,128.25
04/19/2023,125.98,128.48,125.5,127.94
04/18/2023,126.69,126.82,125.85,126.4
04/17/2023,125.59,126.34,125.08,126.06
04/14/2023,125.66,127.0,125.21,125.9
04/13/2023,123.75,127.0,123.69,126.43
04/12/2023,124.11,124.645,123.31,124.02
04/11/2023,124.24,124.75,123.715,124.11
04/10/2023,121.19,124.59,121.19,124.23
04/06/2023,122.27,123.115,121.47,122.17
04/05/2023,121.81,123.07,121.32,122.81
04/04/2023,124.9,124.9,121.64,121.9
04/03/2023,123.8,124.89,123.647,124.8
03/31/2023,124.19,124.86,123.54,124.85
03/30/2023,123.78,124.265,123.32,124.0
03/29/2023,123.01,123.98,122.55,122.98
03/28/2023,122.22,123.16,121.835,122.61
03/27/2023,122.12,123.6,121.53,122.34
03/24/2023,119.38,122.29,119.34,122.28
03/23/2023,119.25,121.26,118.38,119.06
03/22/2023,118.49,120.94,118.27,118.27
03/21/2023,118.27,119.59,117.955,118.57
03/20/2023,118.04,119.32,117.09,117.78
03/17/2023,120.5,120.829,117.68,118.27
03/16/2023,118.9,120.59,118.18,120.55
03/15/2023,116.76,119.52,116.68,119.4
03/14/2023,117.65,118.86,116.91,118.57
03/13/2023,116.77,118.28,115.87,116.0
03/10/2023,117.73,118.98,117.15,117.64
03/09/2023,120.02,120.9,117.99,118.33
03/08/2023,120.32,120.75,119.51,120.2
03/07/2023,119.39,120.58,119.17,120.05
03/06/2023,118.35,120.26,118.35,119.39
03/03/2023,115.42,119.205,113.61,118.88
03/02/2023,109.34,112.29,109.0,111.25
03/01/2023,110.62,111.39,109.8,110.09
02/28/2023,111.75,111.75,109.44,110.13
02/27/2023,113.54,114.17,110.47,110.96
02/24/2023,112.63,113.36,112.33,112.69
02/23/2023,113.56,114.455,113.005,113.71
02/22/2023,114.76,115.25,112.24,112.77
02/21/2023,114.96,115.985,114.4,114.49
02/17/2023,115.96,116.62,115.62,116.15
02/16/2023,115.84,117.305,115.51,116.26
02/15/2023,116.39,117.86,116.2903,117.85
02/14/2023,117.33,117.81,116.56,117.23
02/13/2023,116.58,117.78,116.58,117.74
02/10/2023,118.46,119.22,114.61,116.34
02/09/2023,119.76,120.74,118.5,118.76
02/08/2023,120.69,120.96,118.52,118.63
02/07/2023,119.34,121.95,119.34,121.0
02/06/2023,120.5,121.32,118.92,119.34
02/03/2023,122.55,123.9205,121.55,121.77
02/02/2023,124.17,124.875,123.29,124.02
02/01/2023,122.13,123.82,121.35,123.34
01/31/2023,121.79,123.15,120.01,122.47
01/30/2023,123.42,124.21,119.46,121.8
01/27/2023,125.26,126.44,124.27,124.4
01/26/2023,125.52,126.81,125.14,126.37
01/25/2023,124.94,125.39,124.4,125.04
01/24/2023,125.37,125.85,124.13,125.74
01/23/2023,124.07,125.56,123.85,125.08
01/20/2023,123.36,124.25,122.735,124.02
01/19/2023,123.82,124.18,122.72,122.94
01/18/2023,125.5,126.0,124.12,124.46
01/17/2023,124.26,125.83,124.26,124.98
01/13/2023,124.48,125.47,124.23,124.93
01/12/2023,124.8,126.28,124.405,125.56
01/11/2023,124.15,124.94,123.85,124.86
01/10/2023,124.17,124.5,121.4,124.26
01/09/2023,126.3,127.89,123.0,124.27
01/06/2023,122.22,126.5,122.22,126.14
01/05/2023,122.42,122.79,121.68,121.73
01/04/2023,122.39,124.23,122.01,122.92
01/03/2023,122.48,123.79,121.655,122.32
12/30/2022,120.88,122.77,120.88,122.76
12/29/2022,120.91,122.42,120.51,122.01
12/28/2022,121.15,122.07,120.09,120.19
12/27/2022,121.11,121.72,120.915,121.33
12/23/2022,121.13,121.585,120.83,121.42
12/22/2022,121.32,121.86,120.88,121.49
12/21/2022,120.75,123.06,120.51,121.92
12/20/2022,120.51,120.96,119.63,120.6
12/19/2022,121.62,122.1,120.43,120.82
12/16/2022,122.02,122.88,121.4703,121.76
12/15/2022,123.0,123.93,122.41,122.99
12/14/2022,123.21,125.66,123.18,124.55
12/13/2022,124.04,125.72,122.87,123.7
12/12/2022,120.84,122.61,120.55,122.61
12/09/2022,120.54,121.4,120.14,120.94
12/08/2022,118.43,119.9516,118.41,119.31
12/07/2022,118.49,118.94,117.84,118.16
12/06/2022,119.25,119.7403,118.08,118.62
12/05/2022,119.62,120.46,118.93,119.65
12/02/2022,119.53,121.11,119.53,120.84
12/01/2022,121.76,122.37,120.64,121.68
11/30/2022,118.2,121.53,117.75,121.49
11/29/2022,117.52,118.19,117.08,118.03
11/28/2022,117.74,118.77,117.03,117.52
11/25/2022,119.68,119.87,119.045,119.26
11/23/2022,117.79,119.93,117.62,119.35
11/22/2022,117.27,118.55,117.13,118.39
11/21/2022,116.5,117.72,116.39,116.77
11/18/2022,116.31,116.93,115.9334,116.56
11/17/2022,114.21,115.89,114.0,115.43
11/16/2022,116.01,116.44,115.28,115.32
11/15/2022,116.98,118.9,115.58,116.29
11/14/2022,115.52,117.49,115.43,115.57
11/11/2022,114.6,116.13,114.05,115.97
11/10/2022,113.5,114.75,113.48,114.61
11/09/2022,111.39,111.92,110.53,110.53
11/08/2022,111.84,113.15,111.12,111.93
11/07/2022,110.74,111.95,110.5432,111.31
11/04/2022,110.34,112.35,109.74,110.73
11/03/2022,110.52,111.22,108.97,109.17
11/02/2022,112.26,114.41,111.65,111.95
11/01/2022,113.26,113.47,112.1,112.62
10/31/2022,112.46,113.28,111.97,112.53
10/28/2022,110.29,113.18,110.29,113.15
10/27/2022,111.57,112.77,110.52,110.72
10/26/2022,111.1,112.8387,110.8183,111.3
10/25/2022,110.85,111.65,110.52,111.42
10/24/2022,110.1,111.32,110.045,110.61
10/21/2022,107.37,110.04,107.37,109.64
10/20/2022,107.99,108.89,107.4101,107.61
10/19/2022,106.98,108.85,106.98,107.73
10/18/2022,109.89,110.05,107.26,108.07
10/17/2022,107.83,108.71,107.59,107.82
10/14/2022,107.07,107.6,105.72,106.17
10/13/2022,104.26,108.16,103.55,106.6
10/12/2022,106.01,106.845,105.38,105.95
10/11/2022,106.99,107.11,105.5,105.77
10/10/2022,110.05,110.125,106.46,107.06
10/07/2022,110.84,111.47,109.05,109.81
10/06/2022,112.51,113.54,111.985,112.05
10/05/2022,111.69,113.32,110.8703,112.97
10/04/2022,109.97,113.0,109.97,112.9
10/03/2022,106.85,108.8573,106.64,108.56
09/30/2022,107.43,108.79,106.46,106.46
09/29/2022,108.5,108.66,106.25,107.48
09/28/2022,107.87,109.685,107.79,109.21
09/27/2022,108.4,109.15,107.73,108.2
09/26/2022,109.2,109.65,107.64,107.71
09/23/2022,110.53,110.87,108.86,109.6
09/22/2022,110.3,111.26,109.845,110.81
09/21/2022,111.75,113.56,110.95,111.0
09/20/2022,111.55,111.88,110.67,111.0
09/19/2022,111.3,112.78,111.14,112.47
09/16/2022,112.66,113.4,111.48,112.44
09/15/2022,115.34,115.91,113.36,113.67
09/14/2022,115.33,116.38,114.85,116.12
09/13/2022,116.17,116.695,114.93,115.11
09/12/2022,118.11,119.4,117.73,118.68
09/09/2022,117.5,118.85,117.34,118.12
09/08/2022,114.94,116.97,114.76,116.97
09/07/2022,114.37,115.87,114.23,115.62
09/06/2022,115.22,115.8,114.07,114.51
09/02/2022,116.1,117.745,115.08,115.66
09/01/2022,113.77,115.0,113.18,114.82
08/31/2022,117.77,117.9,116.0,116.03
08/30/2022,119.27,119.27,116.62,117.55
08/29/2022,118.49,119.14,117.505,118.28
08/26/2022,121.99,122.6,118.64,118.71
08/25/2022,119.93,122.33,119.14,121.7
08/24/2022,118.28,119.84,118.28,118.95
08/23/2022,117.75,119.9,117.75,118.26
08/22/2022,120.11,120.295,117.81,118.05
08/19/2022,121.92,121.98,121.31,121.58
08/18/2022,121.07,122.91,121.01,122.44
08/17/2022,120.94,121.69,120.69,120.98
08/16/2022,122.32,123.25,121.585,122.64
08/15/2022,120.96,122.63,120.96,122.42
08/12/2022,121.02,122.55,120.37,121.96
08/11/2022,120.81,121.67,120.01,120.11
08/10/2022,118.41,120.23,118.31,120.03
08/09/2022,116.56,117.0,115.87,116.56
08/08/2022,117.26,118.3551,116.595,117.21
08/05/2022,115.53,117.77,115.53,117.25
08/04/2022,116.88,117.79,116.76,117.0
08/03/2022,116.31,117.97,115.81,116.88
08/02/2022,115.14,116.59,114.76,115.74
08/01/2022,114.92,116.5697,114.91,116.17
07/29/2022,116.85,117.5,115.96,116.2
07/28/2022,115.34,116.86,114.22,116.36
07/27/2022,113.6,116.46,113.51,115.73
07/26/2022,113.42,114.65,113.105,113.45
07/25/2022,113.93,114.24,113.02,113.47
07/22/2022,115.47,116.24,113.52,113.6
07/21/2022,115.11,115.62,114.58,115.27
07/20/2022,114.7,116.605,113.67,115.49
07/19/2022,111.74,114.62,111.58,114.14
07/18/2022,111.87,113.25,110.9,110.9
07/15/2022,109.29,111.34,109.0,110.62
07/14/2022,109.47,109.76,107.74,108.89
07/13/2022,109.17,111.67,108.53,109.95
07/12/2022,112.3,113.02,110.24,110.66
07/11/2022,112.0,112.96,109.79,112.3
07/08/2022,114.35,115.03,113.58,113.6
07/07/2022,113.5,115.795,112.82,115.47
07/06/2022,112.39,113.72,112.33,112.96
07/05/2022,112.0,115.53,111.19,114.03
07/01/2022,113.26,114.36,112.33,114.06
06/30/2022,113.95,115.035,113.3,113.98
06/29/2022,116.2,116.2,114.32,114.99
06/28/2022,119.05,120.53,115.88,116.25
06/27/2022,118.19,118.5,116.88,117.66
06/24/2022,116.41,118.12,114.81,117.96
06/23/2022,116.53,117.14,114.64,114.7
06/22/2022,116.11,118.73,116.11,117.21
06/21/2022,116.96,119.09,116.94,117.19
06/17/2022,116.19,119.98,114.75,116.22
06/16/2022,118.77,119.15,115.1104,116.17
06/15/2022,122.46,122.91,119.742,120.87
06/14/2022,122.15,122.49,121.01,121.32
06/13/2022,122.5,124.48,121.97,122.51
06/10/2022,125.43,127.1,124.98,125.41
06/09/2022,128.56,130.4,127.04,127.06
06/08/2022,130.32,130.34,128.13,128.89
06/07/2022,129.93,131.19,129.38,130.68
06/06/2022,131.75,131.925,129.37,130.8
06/03/2022,130.18,132.15,129.85,131.99
06/02/2022,128.7,131.71,128.57,131.69
06/01/2022,129.32,131.26,128.36,129.41
05/31/2022,127.55,131.48,126.33,128.1
05/27/2022,124.11,130.67,124.0801,129.26
05/26/2022,120.0,125.82,119.59,124.36
05/25/2022,116.2,123.1,116.02,120.54
05/24/2022,119.09,119.85,114.5701,115.94
05/23/2022,113.31,125.87,111.56,119.43
05/20/2022,95.81,96.19,93.125,95.71
05/19/2022,92.86,95.715,91.53,94.95
05/18/2022,100.0,100.72,92.76,93.63
05/17/2022,102.09,102.53,100.57,101.5
05/16/2022,100.23,101.69,99.6,100.6
05/13/2022,100.3,101.33,99.03,100.18
05/12/2022,97.85,100.1,97.575,99.61
05/11/2022,97.18,99.6,97.18,98.16
05/10/2022,100.0,100.65,96.58,97.57
05/09/2022,99.41,100.09,98.58,99.19
05/06/2022,102.85,102.85,99.1,100.63
05/05/2022,108.63,108.63,103.22,104.52
05/04/2022,108.66,110.02,106.4975,109.85
05/03/2022,109.75,110.42,108.19,109.0
05/02/2022,108.3,110.14,107.78,109.74
04/29/2022,110.0,110.98,107.92,108.04
04/28/2022,109.21,112.185,108.83,110.88
04/27/2022,106.9,108.23,105.69,107.94
04/26/2022,109.62,109.79,106.92,107.03
04/25/2022,108.0,110.34,106.75,110.17
04/22/2022,110.11,110.975,108.12,108.18
04/21/2022,112.12,112.89,110.04,110.32
04/20/2022,112.34,114.68,110.62,111.2
04/19/2022,108.9,112.28,108.16,111.67
04/18/2022,113.24,113.4492,108.86,109.47
04/14/2022,114.35,115.36,113.46,113.73
04/13/2022,111.95,114.68,111.95,114.25
04/12/2022,111.59,113.91,111.59,111.79
04/11/2022,110.29,112.4,109.8231,111.11
04/08/2022,111.26,111.68,109.95,111.05
04/07/2022,110.78,111.64,109.7,111.25
04/06/2022,113.78,114.33,110.49,111.01
04/05/2022,115.15,117.0,115.01,115.53
04/04/2022,114.4,115.89,113.34,115.84
04/01/2022,113.5,114.77,113.15,114.21
03/31/2022,114.51,115.53,113.62,113.87
03/30/2022,118.69,118.69,116.045,116.19
03/29/2022,119.89,120.08,118.21,119.23
03/28/2022,117.9,119.11,117.4944,118.76
03/25/2022,117.86,118.41,115.94,118.37
03/24/2022,117.01,117.39,115.83,117.37
03/23/2022,116.19,116.895,115.53,116.32
03/22/2022,116.0,117.1,115.31,116.8
03/21/2022,115.23,116.25,114.28,115.21
03/18/2022,113.07,115.68,111.95,115.31
03/17/2022,112.68,114.05,111.085,113.78
03/16/2022,111.97,113.42,110.14,113.0
03/15/2022,109.96,111.25,109.64,111.16
03/14/2022,110.515,110.515,107.57,108.69
03/11/2022,114.35,114.73,110.4,110.6
03/10/2022,113.41,115.27,112.9901,114.01
03/09/2022,112.37,115.8,111.82,114.83
03/08/2022,111.34,112.29,107.88,109.89
03/07/2022,119.12,119.27,112.32,112.38
03/04/2022,119.59,120.06,117.02,119.26
03/03/2022,118.53,120.48,116.04,120.1
03/02/2022,116.64,120.715,116.49,119.6
03/01/2022,117.0,117.74,115.2669,115.91
02/28/2022,115.72,118.35,114.16,117.32
02/25/2022,115.0,120.3,111.5,118.14
02/24/2022,115.04,118.73,114.34,118.12
02/23/2022,120.72,121.34,117.93,118.08
02/22/2022,120.42,122.55,118.67,120.38
02/18/2022,124.0,124.764,121.92,122.67
02/17/2022,125.0,128.0,124.3,124.4
02/16/2022,125.79,126.75,124.57,125.9
02/15/2022,124.08,127.08,124.08,126.79
02/14/2022,124.08,125.65,122.94,123.58
02/11/2022,132.9,133.13,124.63,125.09
02/10/2022,135.0,136.855,131.97,133.77
02/09/2022,133.47,136.0,132.98,135.87
02/08/2022,131.53,133.3,129.75,132.5
02/07/2022,131.69,132.54,130.05,131.72
02/04/2022,130.0,131.93,129.405,131.07
02/03/2022,129.31,131.67,128.78,129.97
02/02/2022,128.01,130.95,127.25,130.8
02/01/2022,128.36,129.23,126.18,128.47
01/31/2022,128.4,130.5,127.66,128.48
01/28/2022,124.62,129.24,123.91,129.14
01/27/2022,123.42,126.38,123.01,124.76
01/26/2022,124.81,125.1,121.635,122.36
01/25/2022,121.5,124.49,120.45,122.65
01/24/2022,121.0,125.49,120.5,125.19
01/21/2022,125.58,126.4999,123.42,123.74
01/20/2022,125.0,127.16,124.8,124.96
01/19/2022,126.0,128.54,124.08,124.21
01/18/2022,125.05,126.96,124.0,124.71
01/14/2022,123.01,125.19,122.98,125.18
01/13/2022,124.77,124.77,121.875,123.4
01/12/2022,124.35,125.75,122.24,122.9
01/11/2022,123.08,124.82,122.81,124.26
01/10/2022,120.86,122.6,119.21,122.54
01/07/2022,119.81,121.12,118.92,120.46
01/06/2022,120.25,122.5,119.56,120.12
01/05/2022,120.13,124.65,120.06,120.98
01/04/2022,118.56,121.27,118.56,120.5
01/03/2022,116.0,118.73,115.03,118.2
12/31/2021,117.0,117.99,115.82,115.88
12/30/2021,118.4,118.48,117.21,117.26
12/29/2021,117.55,118.385,117.32,117.88
12/28/2021,116.44,118.15,116.32,117.48
12/27/2021,116.87,118.19,115.97,116.28
12/23/2021,115.45,117.7,115.26,116.89
12/22/2021,116.25,117.415,114.25,115.4
12/21/2021,116.06,116.89,115.21,115.88
12/20/2021,113.5,115.49,113.4,114.99
12/17/2021,113.69,116.31,113.69,114.79
12/16/2021,114.37,116.22,113.75,114.42
12/15/2021,110.71,114.015,110.32,113.29
12/14/2021,111.32,112.11,108.8,110.44
12/13/2021,112.71,114.0,111.775,111.88
12/10/2021,113.41,114.19,111.85,113.1
12/09/2021,115.09,115.44,112.34,112.78
12/08/2021,114.14,115.2,112.63,114.78
12/07/2021,117.54,119.665,116.34,116.65
12/06/2021,115.85,117.73,112.48,115.58
12/03/2021,118.08,119.47,116.55,118.86
12/02/2021,113.87,118.32,113.87,117.34
12/01/2021,118.01,119.186,113.94,114.0
11/30/2021,120.58,120.93,115.23,116.74
11/29/2021,121.16,121.75,119.36,120.38
11/26/2021,117.1,123.13,117.07,121.9
11/24/2021,119.71,122.19,117.05,118.7
11/23/2021,117.5,117.9,114.01,116.48
11/22/2021,122.23,123.21,118.38,118.69
11/19/2021,120.49,121.47,119.51,120.55
11/18/2021,123.39,123.56,120.05,120.31
11/17/2021,125.12,126.28,122.65,123.3
11/16/2021,126.04,126.29,124.89,124.94
11/15/2021,125.0,125.98,123.95,124.66
11/12/2021,124.7,126.97,124.27,125.54
11/11/2021,125.83,127.05,123.7601,124.18
11/10/2021,128.02,133.0,124.2701,124.95
11/09/2021,128.89,130.499,127.7,128.95
11/08/2021,125.0,128.79,124.61,128.41
11/05/2021,129.56,130.205,124.08,124.55
11/04/2021,134.4,136.0,128.2,128.27
11/03/2021,134.5,136.27,128.72,131.68
11/02/2021,125.59,136.06,125.4,134.87
11/01/2021,151.5,154.33,150.76,152.45
10/29/2021,152.58,154.98,151.14,151.7
10/28/2021,153.74,154.9,151.15,152.31
10/27/2021,158.18,158.32,152.71,153.79
10/26/2021,164.79,164.79,158.0,158.08
10/25/2021,166.41,166.62,163.156,163.25
10/22/2021,164.6,167.83,164.6,167.06
10/21/2021,163.48,164.77,161.45,164.7
10/20/2021,161.81,164.46,161.57,163.24
10/19/2021,158.16,162.555,158.05,161.81
10/18/2021,155.77,159.17,155.13,157.38
10/15/2021,152.62,156.74,152.23,156.39
10/14/2021,149.59,152.93,149.37,152.36
10/13/2021,146.89,149.17,146.6,148.86
10/12/2021,147.59,149.18,146.2,146.56
10/11/2021,147.09,150.31,147.01,147.59
10/08/2021,153.66,154.195,147.21,147.83
10/07/2021,152.0,154.82,150.35,153.68
10/06/2021,148.1,151.74,147.12,151.4
10/05/2021,149.07,151.5739,148.21,150.12
10/04/2021,151.15,152.65,147.44,148.52
10/01/2021,150.59,152.52,149.1141,151.91
09/30/2021,150.1,151.36,146.57,148.7
09/29/2021,149.76,151.81,148.81,150.52
09/28/2021,147.91,149.99,147.1907,149.4
09/27/2021,144.49,149.6,144.09,149.15
09/24/2021,142.51,146.26,142.3903,145.56
09/23/2021,140.08,145.095,139.3036,142.16
09/22/2021,137.89,139.85,136.57,138.37
09/21/2021,139.66,140.81,137.6,138.03
09/20/2021,137.58,139.6394,137.01,138.92
09/17/2021,139.91,140.63,137.8,139.67
09/16/2021,142.04,142.43,139.3816,139.89
09/15/2021,140.4,142.22,139.03,141.9
09/14/2021,142.12,142.71,139.12,139.96
09/13/2021,142.14,144.9,141.41,142.02
09/10/2021,145.92,146.25,140.81,141.32
09/09/2021,145.22,146.45,144.31,145.55
09/08/2021,145.83,146.67,145.09,145.73
09/07/2021,146.52,146.835,144.96,145.63
09/03/2021,145.9,147.98,145.06,145.11
09/02/2021,147.18,147.31,145.62,146.17
09/01/2021,146.96,148.3,146.16,146.86
08/31/2021,150.08,150.39,147.75,148.87
08/30/2021,148.03,150.59,148.03,149.59
08/27/2021,149.21,150.0,143.12,148.18
08/26/2021,158.42,159.87,157.02,158.8
08/25/2021,157.61,160.0,156.07,158.49
08/24/2021,157.87,158.95,156.23,156.9
08/23/2021,156.51,158.3,155.61,157.79
08/20/2021,153.81,156.57,153.64,155.38
08/19/2021,153.58,154.09,151.9,153.07
08/18/2021,154.61,155.79,154.32,154.47
08/17/2021,156.72,156.91,154.84,155.51
08/16/2021,157.56,158.0,155.26,157.34
08/13/2021,156.7,157.66,156.44,157.66
08/12/2021,156.7,157.79,156.0307,156.61
08/11/2021,157.45,157.56,156.49,157.36
08/10/2021,158.0,158.5,156.04,156.84
08/09/2021,156.15,158.33,155.77,157.24
08/06/2021,158.32,158.85,157.04,157.38
08/05/2021,157.44,158.65,157.0641,158.62
08/04/2021,156.7,157.5,155.66,156.77
08/03/2021,154.06,158.14,153.71,157.31
08/02/2021,154.44,155.08,153.53,154.17
07/30/2021,153.87,155.16,153.17,153.74
07/29/2021,155.07,155.805,151.94,154.67
07/28/2021,156.91,157.9,155.14,155.51
07/27/2021,156.67,159.4,155.11,156.99
07/26/2021,157.76,158.19,156.86,157.4
07/23/2021,157.25,158.62,156.79,158.34
07/22/2021,156.32,158.0,155.58,156.92
07/21/2021,155.36,157.37,154.72,156.32
07/20/2021,151.75,156.5,151.43,155.31
07/19/2021,148.34,151.68,147.85,150.84
07/16/2021,151.86,152.16,149.78,150.07
07/15/2021,150.16,153.01,148.92,150.95
07/14/2021,152.37,152.89,150.32,150.52
07/13/2021,153.42,153.74,150.61,151.21
07/12/2021,159.04,159.1,154.26,154.41
07/09/2021,158.8,159.77,157.46,159.48
07/08/2021,156.06,159.39,155.59,158.22
07/07/2021,157.0,158.9696,156.77,158.02
07/06/2021,157.01,158.7,155.9,156.77
07/02/2021,156.05,157.88,155.41,157.68
07/01/2021,158.53,158.955,155.04,156.13
06/30/2021,161.57,162.05,159.94,159.97
06/29/2021,160.0,164.0,159.325,161.78
06/28/2021,157.42,159.9,156.96,159.5
06/25/2021,157.09,158.68,156.75,157.12
06/24/2021,157.0,157.3425,155.66,155.82
06/23/2021,158.11,158.365,155.8501,155.98
06/22/2021,157.0,158.01,156.01,157.64
06/21/2021,155.39,158.73,154.28,157.34
06/18/2021,156.76,156.89,153.34,154.52
06/17/2021,156.99,158.05,156.06,156.95
06/16/2021,159.18,159.6059,156.4,157.36
06/15/2021,160.72,160.87,158.58,158.95
06/14/2021,163.76,164.485,159.22,160.57
06/11/2021,164.0,164.73,163.09,164.19
06/10/2021,162.0,163.875,161.97,163.49
06/09/2021,162.87,163.4,161.83,162.0
06/08/2021,161.8,163.43,161.38,162.07
06/07/2021,161.47,161.745,160.27,161.15
06/04/2021,161.13,162.05,160.31,161.37
06/03/2021,158.27,161.28,157.8,159.97
06/02/2021,160.23,162.73,158.91,159.6
06/01/2021,159.34,162.37,157.6,161.26
05/28/2021,161.47,161.51,156.25,157.89
05/27/2021,161.2,161.695,159.57,161.21
05/26/2021,161.31,162.26,160.46,160.74
05/25/2021,163.47,163.54,161.02,161.12
05/24/2021,161.52,163.5,161.16,162.19
05/21/2021,162.57,163.9,161.09,161.38
05/20/2021,160.35,162.0025,160.1,161.68
05/19/2021,159.86,160.75,157.86,159.89
05/18/2021,164.41,164.41,162.16,162.39
05/17/2021,164.04,164.82,162.89,163.48
05/14/2021,163.24,164.97,162.6,164.3
05/13/2021,157.44,162.325,157.44,162.13
05/12/2021,160.13,161.35,156.19,156.48
05/11/2021,160.87,161.5,158.36,160.97
05/10/2021,162.63,164.41,162.61,163.66
05/07/2021,163.13,165.6237,162.9,163.41
05/06/2021,160.36,162.6,160.1801,162.33
05/05/2021,161.41,162.0,159.05,160.04
05/04/2021,159.1,161.2,157.32,160.68
05/03/2021,160.4,162.43,160.06,160.6
04/30/2021,161.56,162.48,159.88,160.83
04/29/2021,164.01,164.46,160.82,162.57
04/28/2021,163.14,163.245,159.81,160.61
04/27/2021,162.29,163.94,161.7,162.77
04/26/2021,166.22,166.55,161.76,161.82
04/23/2021,164.07,167.31,163.54,165.74
04/22/2021,165.0,166.12,163.03,164.53
04/21/2021,165.87,167.9,165.67,165.99
04/20/2021,169.68,169.73,165.3,165.88
04/19/2021,164.0,172.0,163.955,170.03
04/16/2021,160.5,165.08,160.0,164.1
04/15/2021,156.79,162.89,153.61,160.08
04/14/2021,154.77,157.58,154.355,155.49
04/13/2021,155.0,156.0,153.87,154.4
04/12/2021,154.2,155.97,153.26,154.72
04/09/2021,152.56,154.28,152.01,154.0
04/08/2021,153.54,154.0,150.27,152.56
04/07/2021,151.0,156.25,151.0,153.57
04/06/2021,152.01,152.4,150.18,150.72
04/05/2021,151.79,154.11,151.01,152.45
04/01/2021,152.27,152.74,150.83,152.4
03/31/2021,150.84,151.69,149.04,150.45
03/30/2021,154.06,155.2342,149.8201,150.19
03/29/2021,153.0,156.5986,151.49,154.61
03/26/2021,147.16,154.0,146.835,153.94
03/25/2021,143.11,146.63,142.74,146.59
03/24/2021,144.97,146.53,144.45,144.54
03/23/2021,146.55,147.19,144.28,144.71
03/22/2021,145.28,147.29,145.2,146.0
03/19/2021,147.0,148.63,145.6975,145.98
03/18/2021,148.48,149.8,146.4378,146.92
03/17/2021,147.52,150.74,146.915,149.85
03/16/2021,149.09,150.51,147.19,147.85
03/15/2021,148.16,149.45,147.29,149.43
03/12/2021,147.2,148.38,145.7,148.16
03/11/2021,148.0,149.17,146.775,147.54
03/10/2021,145.53,146.48,143.365,145.84
03/09/2021,145.38,147.74,144.12,144.38
03/08/2021,143.67,147.99,143.17,143.63
03/05/2021,140.0,144.08,138.58,143.89
03/04/2021,138.54,140.17,135.8501,139.07
03/03/2021,139.0,139.89,137.71,139.07
03/02/2021,140.99,141.14,138.86,139.24
03/01/2021,138.51,143.58,138.12,140.41
02/26/2021,141.5,144.2387,137.92,138.21
02/25/2021,146.32,147.5,142.69,143.53
02/24/2021,144.3,147.4,143.98,146.76
02/23/2021,142.97,144.22,139.6101,144.18
02/22/2021,143.91,147.13,142.54,143.87
02/19/2021,142.94,144.8121,141.81,144.68
02/18/2021,141.3,143.4,139.39,142.49
02/17/2021,142.35,142.65,140.01,141.31
02/16/2021,146.51,147.03,141.8665,143.19
02/12/2021,141.93,145.59,141.5,145.13
02/11/2021,144.49,145.4,142.05,143.0
02/10/2021,147.5,148.365,144.8,146.51
02/09/2021,146.09,148.6,146.07,147.66
02/08/2021,146.02,148.73,146.01,146.8
02/05/2021,146.0,146.64,144.84,145.72
02/04/2021,143.39,146.0,142.56,144.68
02/03/2021,143.2,145.11,142.07,142.34
02/02/2021,142.0,143.95,141.2,142.72
